year,age,maritl,race,education,region,jobclass,health,health_ins,salario_alto
2004,33,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2007,52,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,48,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2006,53,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2008,37,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,43,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2008,54,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,41,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,57,Married,White,College Grad,Middle Atlantic,Industrial,<=Good,No,No
2007,54,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,25,Divorced,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2003,35,Separated,White,< HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2008,29,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,36,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,43,Married,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2007,41,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,52,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,48,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2003,51,Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2004,55,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,37,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,No
2007,48,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,42,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,43,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,32,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2006,33,Never Married,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2003,48,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2009,20,Never Married,Black,Some College,Middle Atlantic,Information,>=Very Good,No,No
2005,43,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,58,Divorced,Black,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2004,38,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,23,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2009,54,Divorced,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,66,Married,White,Advanced Degree,Middle Atlantic,Industrial,<=Good,Yes,No
2009,47,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,35,Married,White,Some College,Middle Atlantic,Information,<=Good,No,No
2008,39,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,35,Never Married,Black,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,40,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,41,Married,Asian,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,40,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,50,Married,Black,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2004,35,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,43,Married,White,Some College,Middle Atlantic,Industrial,<=Good,No,No
2005,26,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2009,23,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2003,61,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2004,24,Never Married,White,College Grad,Middle Atlantic,Information,<=Good,Yes,No
2006,66,Married,Black,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,50,Widowed,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,22,Never Married,White,HS Grad,Middle Atlantic,Information,<=Good,No,No
2004,62,Married,Black,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2003,55,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2004,41,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,54,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,29,Married,Asian,College Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2004,39,Married,Black,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,71,Divorced,White,College Grad,Middle Atlantic,Information,<=Good,No,No
2003,22,Never Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,48,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,No,Si
2009,35,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,Si
2003,46,Married,White,College Grad,Middle Atlantic,Industrial,<=Good,No,No
2003,51,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,55,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2005,36,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,57,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,21,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,60,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,41,Never Married,Black,Some College,Middle Atlantic,Industrial,<=Good,No,No
2004,56,Married,White,College Grad,Middle Atlantic,Information,<=Good,Yes,Si
2005,32,Never Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2003,32,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,36,Divorced,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,28,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2009,60,Married,White,Advanced Degree,Middle Atlantic,Information,<=Good,No,Si
2003,41,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2006,55,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,No
2003,36,Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,46,Never Married,Black,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2008,62,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2006,44,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2006,36,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,41,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,22,Never Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,51,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,57,Married,White,< HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2005,55,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2003,36,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,43,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,38,Married,White,Some College,Middle Atlantic,Information,<=Good,No,No
2006,27,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2007,32,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,44,Never Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2008,56,Married,Asian,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,38,Married,Black,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,36,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2005,28,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,39,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,42,Never Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2009,51,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2004,55,Married,Black,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2007,39,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,42,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2006,33,Married,Black,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,23,Never Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2003,40,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,40,Married,White,Some College,Middle Atlantic,Industrial,<=Good,No,No
2009,51,Married,Asian,Some College,Middle Atlantic,Industrial,<=Good,Yes,No
2007,76,Married,Asian,College Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,57,Divorced,White,Advanced Degree,Middle Atlantic,Industrial,<=Good,Yes,No
2003,27,Separated,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,26,Never Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,25,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,27,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,33,Never Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,No
2003,51,Divorced,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,22,Never Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,47,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2009,34,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,47,Divorced,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,31,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,46,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,47,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2006,49,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,40,Married,Black,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,51,Married,White,< HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,31,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,58,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,48,Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2004,54,Divorced,Black,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,56,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2007,61,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2009,32,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,60,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,No,Si
2006,42,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,22,Never Married,Asian,Some College,Middle Atlantic,Information,>=Very Good,No,No
2003,46,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,53,Married,White,< HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,43,Divorced,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,32,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,30,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,50,Never Married,Black,Advanced Degree,Middle Atlantic,Information,<=Good,Yes,No
2006,40,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,55,Married,White,< HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2004,42,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,35,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,33,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2004,33,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,No
2003,38,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,41,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,42,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2009,58,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,45,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2009,47,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,30,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2009,34,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,43,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2008,58,Separated,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,44,Married,Black,Some College,Middle Atlantic,Industrial,<=Good,No,No
2005,28,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,46,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2008,36,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,37,Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,47,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,56,Divorced,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2009,38,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2007,41,Never Married,Black,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,62,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,No
2004,40,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2004,44,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,56,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,51,Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2005,41,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2005,52,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,27,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2004,52,Married,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,51,Divorced,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2009,51,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,28,Never Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,49,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2007,61,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,39,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2005,23,Never Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,53,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,55,Never Married,Asian,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2005,48,Never Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,50,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2009,31,Never Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,53,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2008,49,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2003,49,Never Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2004,43,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,20,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,46,Divorced,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,48,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,19,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,56,Divorced,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,44,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2009,23,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,42,Never Married,White,College Grad,Middle Atlantic,Information,<=Good,Yes,No
2008,32,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,No,Si
2003,32,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,43,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2008,57,Never Married,Black,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2008,26,Married,Black,Some College,Middle Atlantic,Information,<=Good,Yes,No
2009,67,Divorced,White,Some College,Middle Atlantic,Information,<=Good,Yes,Si
2004,31,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,49,Divorced,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2005,29,Never Married,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2008,41,Married,White,Some College,Middle Atlantic,Industrial,<=Good,No,No
2006,35,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2009,39,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,33,Separated,Black,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2009,53,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,43,Married,Asian,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,36,Married,White,College Grad,Middle Atlantic,Information,<=Good,Yes,No
2004,38,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,58,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,45,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,34,Never Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,30,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,No,Si
2008,21,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2003,39,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,28,Never Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,54,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,24,Never Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,No
2005,57,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,48,Separated,Black,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2004,31,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2006,47,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,44,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,No,Si
